charger_pk,weekday,hour,사용빈도수
178,4,12,0.3269230769230769
178,4,13,0.3557692307692308
178,4,14,0.4423076923076923
178,4,15,0.5
178,4,16,0.49038461538461536
178,4,17,0.5096153846153846
178,4,18,0.5865384615384616
178,4,19,0.4807692307692308
178,4,20,0.21153846153846154
178,4,21,0.11538461538461539
178,4,22,0.17307692307692307
178,4,23,0.08653846153846154
178,5,0,0.08653846153846154
178,5,1,0.07692307692307693
178,5,2,0.09615384615384616
178,5,3,0.0673076923076923
178,5,4,0.028846153846153848
178,5,5,0.07692307692307693
178,5,6,0.15384615384615385
178,5,7,0.2403846153846154
178,5,8,0.25
178,5,9,0.34615384615384615
178,5,10,0.38461538461538464
178,5,11,0.3269230769230769
178,5,12,0.27884615384615385
178,5,13,0.2692307692307692
178,5,14,0.34615384615384615
178,5,15,0.5096153846153846
178,5,16,0.5096153846153846
178,5,17,0.5192307692307693
178,5,18,0.49038461538461536
178,5,19,0.4326923076923077
178,5,20,0.22115384615384615
178,5,21,0.20192307692307693
178,5,22,0.125
178,5,23,0.125
178,6,0,0.07692307692307693
178,6,1,0.08653846153846154
178,6,2,0.04807692307692308
178,6,3,0.057692307692307696
178,6,4,0.038461538461538464
178,6,5,0.0673076923076923
178,6,6,0.1346153846153846
178,6,7,0.09615384615384616
178,6,8,0.16346153846153846
178,6,9,0.27884615384615385
178,6,10,0.2692307692307692
178,6,11,0.28846153846153844
178,6,12,0.2403846153846154
178,6,13,0.2980769230769231
178,6,14,0.27884615384615385
178,6,15,0.25961538461538464
178,6,16,0.3557692307692308
178,6,17,0.36538461538461536
178,6,18,0.25961538461538464
178,6,19,0.25961538461538464
178,6,20,0.11538461538461539
178,6,21,0.23076923076923078
178,6,22,0.125
178,6,23,0.019230769230769232
179,0,0,0.028846153846153848
179,0,1,0.028846153846153848
179,0,2,0.019230769230769232
179,0,3,0.019230769230769232
179,0,4,0.028846153846153848
179,0,5,0.14423076923076922
179,0,6,0.3557692307692308
179,0,7,0.36538461538461536
179,0,8,0.25961538461538464
